OrderID,CustomerID,WarehouseID,PartnerID,RouteID,OrderDate,DispatchDate,ExpectedDeliveryDate,ActualDeliveryDate,DispatchDelay_hrs,Delay_Days,Is_Late,SLA_Breached,DeliveryStatus,DeliveryAttempts,PackageCategory,PackageWeight_kg,OrderValue_INR,VehicleType,TimeOfDispatch,WeatherCondition,DriverExperience_yrs,PaymentMode,IsReturnOrder,IsWeekendOrder,CustomerFeedbackScore,NDR_Raised,ShippingCost_INR,OrderPriority
ORD008505,CUST0410,WH010,DP005,RT020,16-11-2023,16-11-2023,21-11-2023,21-11-2023,14,0,0,0,Delivered,1,Clothing,0.99,1448.96,Bike,Morning,Storm,13,COD,0,0,4.3,0,139.34,Standard
ORD008506,CUST0022,WH003,DP004,RT031,16-11-2023,16-11-2023,22-11-2023,22-11-2023,2.2,0,0,0,Delivered,1,Furniture,22.5,13013.47,Van,Night,Clear,6,Prepaid,0,0,4.1,0,1695.62,Standard
ORD008507,CUST0365,WH009,DP006,RT016,16-11-2023,19-11-2023,23-11-2023,22-11-2023,80,-1,0,0,Delivered,1,FMCG,2.56,696.2,Truck,Morning,Clear,14,Prepaid,0,0,4.4,0,195.48,Standard
ORD008508,CUST0367,WH001,DP002,RT036,16-11-2023,16-11-2023,20-11-2023,21-11-2023,23,1,1,1,Delivered,1,FMCG,2.49,661.79,Bike,Afternoon,Rain,14,COD,0,0,1.8,0,188.97,Same-Day
ORD008509,CUST0344,WH006,DP003,RT039,16-11-2023,18-11-2023,21-11-2023,20-11-2023,63,-1,0,0,Delivered,1,Clothing,1.05,1475.14,Van,Morning,Clear,8,Wallet,1,0,4.8,0,84.43,Standard
ORD008510,CUST0238,WH004,DP006,RT011,16-11-2023,17-11-2023,21-11-2023,21-11-2023,38,0,0,0,Delivered,1,Books,0.57,398.49,Bike,Evening,Clear,2,Prepaid,0,0,3.2,0,73.68,Standard
ORD008511,CUST0296,WH008,DP004,RT020,16-11-2023,17-11-2023,22-11-2023,23-11-2023,42,1,1,1,Delivered,2,Books,0.43,828.85,Truck,Afternoon,Storm,14,Prepaid,0,0,2.2,0,124.11,Standard
ORD008512,CUST0341,WH012,DP008,RT026,16-11-2023,16-11-2023,20-11-2023,19-11-2023,2.7,-1,0,0,Delivered,1,Toys,1.72,687.23,Truck,Night,Storm,8,Prepaid,0,0,3.8,0,186.89,Express
ORD008513,CUST0094,WH002,DP001,RT056,16-11-2023,16-11-2023,21-11-2023,20-11-2023,5,-1,0,0,Delivered,1,Furniture,28.29,12755.31,Truck,Morning,Fog,11,COD,0,0,4.3,0,1032.7,Standard
ORD008514,CUST0244,WH006,DP002,RT049,16-11-2023,17-11-2023,19-11-2023,18-11-2023,32,-1,0,0,Delivered,1,Toys,1.95,571.18,Bike,Morning,Heatwave,1,Wallet,0,0,4.7,0,215.49,Standard
ORD008515,CUST0011,WH005,DP002,RT051,16-11-2023,18-11-2023,22-11-2023,23-11-2023,63,1,1,1,Returned,1,Electronics,2.53,10844.35,Bike,Evening,Rain,4,Prepaid,1,0,2.5,0,193.83,Standard
ORD008516,CUST0117,WH004,DP008,RT026,16-11-2023,17-11-2023,19-11-2023,18-11-2023,27,-1,0,0,Delivered,1,Electronics,4.01,4194.92,Bike,Morning,Clear,12,Prepaid,1,0,4.6,0,272.94,Standard
ORD008517,CUST0265,WH006,DP006,RT042,16-11-2023,17-11-2023,21-11-2023,21-11-2023,38,0,0,0,Delivered,1,Electronics,6.22,10101.5,Truck,Evening,Clear,4,COD,0,0,4.3,0,541.06,Standard
ORD008518,CUST0012,WH012,DP001,RT047,16-11-2023,19-11-2023,24-11-2023,26-11-2023,89,2,1,1,Delivered,1,Beauty,0.46,875.93,Bike,Evening,Fog,8,Prepaid,0,0,2.7,0,89.68,Express
ORD008519,CUST0154,WH014,DP003,RT006,16-11-2023,17-11-2023,22-11-2023,23-11-2023,39,1,1,1,Delivered,1,Furniture,28.15,9847.84,Truck,Evening,Storm,2,Prepaid,0,0,2.4,0,1504.29,Standard
ORD008520,CUST0038,WH001,DP001,RT045,16-11-2023,17-11-2023,20-11-2023,21-11-2023,36,1,1,1,Delivered,1,FMCG,1.68,641.08,Van,Evening,Rain,9,Prepaid,0,0,1,0,120.48,Standard
ORD008521,CUST0499,WH009,DP004,RT035,16-11-2023,19-11-2023,24-11-2023,25-11-2023,83,1,1,1,Delivered,1,Toys,1.93,868.35,Van,Morning,Rain,13,COD,0,0,1.9,0,142.19,Standard
ORD008522,CUST0131,WH008,DP002,RT008,16-11-2023,17-11-2023,22-11-2023,27-11-2023,24,5,1,1,Delivered,1,Electronics,5.04,4743.29,Van,Morning,Storm,13,Prepaid,0,0,1.2,1,404.06,Standard
ORD008523,CUST0382,WH014,DP002,RT007,16-11-2023,16-11-2023,22-11-2023,22-11-2023,3.5,0,0,0,Delivered,1,Electronics,5.24,9993.79,Van,Morning,Fog,1,Wallet,0,0,3.9,0,300.58,Express
ORD008524,CUST0225,WH001,DP003,RT037,16-11-2023,17-11-2023,20-11-2023,21-11-2023,31,1,1,1,Delivered,1,Clothing,1.42,466.12,Bike,Evening,Storm,15,Wallet,1,0,2.1,0,154.72,Standard
ORD008525,CUST0143,WH010,DP006,RT050,16-11-2023,16-11-2023,20-11-2023,19-11-2023,1,-1,0,0,Delivered,1,Clothing,1.39,1254.34,Van,Evening,Storm,4,COD,0,0,3.7,0,164.59,Express
ORD008526,CUST0431,WH013,DP003,RT059,16-11-2023,18-11-2023,23-11-2023,23-11-2023,55,0,0,0,Delivered,1,Clothing,0.83,700.81,Van,Afternoon,Clear,4,Prepaid,1,0,4.3,0,104.1,Standard
ORD008527,CUST0389,WH012,DP006,RT053,16-11-2023,18-11-2023,23-11-2023,23-11-2023,61,0,0,0,Delivered,1,Grocery,3.34,293.61,Truck,Night,Clear,8,Wallet,1,0,5,0,290.28,Express
ORD008528,CUST0054,WH007,DP003,RT016,16-11-2023,18-11-2023,22-11-2023,22-11-2023,61,0,0,0,Delivered,1,Furniture,20.66,21109.8,Truck,Morning,Rain,8,Wallet,1,0,3.2,0,1011.33,Express
ORD008529,CUST0024,WH004,DP002,RT009,16-11-2023,16-11-2023,21-11-2023,21-11-2023,7,0,0,0,Returned,1,Furniture,16.18,21059.3,Van,Evening,Heatwave,12,COD,1,0,4.7,0,1243.13,Express
ORD008530,CUST0395,WH008,DP003,RT011,16-11-2023,16-11-2023,21-11-2023,24-11-2023,1.8,3,1,1,Delivered,2,Books,0.56,367.93,Truck,Morning,Storm,9,COD,0,0,3,1,66.58,Same-Day
ORD008531,CUST0121,WH004,DP004,RT021,17-11-2023,18-11-2023,23-11-2023,NULL,42,NULL,1,1,Failed,2,FMCG,3.55,346.2,Van,Night,Storm,13,COD,0,0,NULL,1,222.06,Standard
ORD008532,CUST0119,WH005,DP003,RT060,17-11-2023,17-11-2023,22-11-2023,24-11-2023,12,2,1,1,Delivered,2,Grocery,3.72,815.07,Van,Morning,Storm,10,Prepaid,0,0,3.3,0,246.13,Same-Day
ORD008533,CUST0161,WH006,DP002,RT051,17-11-2023,17-11-2023,22-11-2023,NULL,1.8,NULL,1,1,Failed,2,Grocery,5.24,710.98,Truck,Evening,Clear,12,Prepaid,1,0,NULL,1,343.35,Standard
ORD008534,CUST0471,WH004,DP002,RT046,17-11-2023,17-11-2023,22-11-2023,24-11-2023,16,2,1,1,Delivered,2,Toys,0.93,743.45,Truck,Morning,Heatwave,3,Prepaid,0,0,3,0,75.91,Standard
ORD008535,CUST0074,WH004,DP007,RT007,17-11-2023,18-11-2023,23-11-2023,24-11-2023,35,1,1,1,Delivered,1,Clothing,0.59,1437.82,Van,Afternoon,Rain,4,COD,0,0,2.7,0,79.48,Standard
ORD008536,CUST0185,WH001,DP002,RT012,17-11-2023,17-11-2023,21-11-2023,21-11-2023,15,0,0,0,Delivered,1,Appliances,9.33,6656.69,Bike,Night,Fog,15,Prepaid,0,0,3.1,0,596.54,Standard
ORD008537,CUST0436,WH004,DP005,RT051,17-11-2023,17-11-2023,22-11-2023,23-11-2023,1.1,1,1,1,Returned,1,Electronics,5.28,12535.03,Van,Morning,Clear,4,COD,1,0,2,0,329.68,Standard
ORD008538,CUST0192,WH006,DP002,RT040,17-11-2023,17-11-2023,21-11-2023,23-11-2023,21,2,1,1,Delivered,1,Books,0.47,574.78,Bike,Evening,Clear,13,Prepaid,0,0,2.6,0,115.87,Standard
ORD008539,CUST0427,WH002,DP008,RT021,17-11-2023,17-11-2023,22-11-2023,NULL,10,NULL,1,1,Failed,2,FMCG,2.51,278.2,Van,Afternoon,Clear,15,Prepaid,0,0,NULL,1,229.39,Express
ORD008540,CUST0220,WH010,DP008,RT005,17-11-2023,19-11-2023,22-11-2023,23-11-2023,55,1,1,1,Delivered,2,Electronics,5.81,8659.61,Truck,Afternoon,Clear,7,COD,0,0,3.3,0,363.28,Standard
ORD008541,CUST0487,WH007,DP006,RT006,17-11-2023,17-11-2023,22-11-2023,26-11-2023,10,4,1,1,Delivered,3,Appliances,10.77,8768.32,Van,Afternoon,Fog,4,Prepaid,0,0,1.9,1,883.71,Standard
ORD008542,CUST0121,WH010,DP004,RT043,17-11-2023,19-11-2023,23-11-2023,22-11-2023,50,-1,0,0,Delivered,1,Grocery,2.86,405.06,Truck,Afternoon,Heatwave,9,Prepaid,0,0,3,0,139.7,Standard
ORD008543,CUST0209,WH002,DP004,RT026,17-11-2023,18-11-2023,20-11-2023,22-11-2023,30,2,1,1,Delivered,2,Appliances,7.48,6667.54,Bike,Afternoon,Clear,11,Prepaid,0,0,2.8,0,585.77,Standard
ORD008544,CUST0384,WH010,DP002,RT029,17-11-2023,18-11-2023,22-11-2023,21-11-2023,37,-1,0,0,Delivered,1,Clothing,0.83,1035.78,Bike,Morning,Clear,5,Prepaid,0,0,4.6,0,81.09,Standard
ORD008545,CUST0300,WH013,DP001,RT054,17-11-2023,18-11-2023,23-11-2023,23-11-2023,41,0,0,0,Delivered,1,Clothing,1.19,1180.51,Truck,Morning,Heatwave,7,Wallet,0,0,3.6,0,181.44,Standard
ORD008546,CUST0346,WH004,DP001,RT003,17-11-2023,18-11-2023,21-11-2023,21-11-2023,27,0,0,0,Delivered,1,Grocery,5.29,840.78,Bike,Evening,Fog,12,Prepaid,0,0,3.4,0,274.4,Standard
ORD008547,CUST0473,WH004,DP003,RT011,17-11-2023,18-11-2023,22-11-2023,23-11-2023,24,1,1,1,Delivered,2,Electronics,3.53,5947.52,Truck,Evening,Clear,14,COD,0,0,2.3,0,254.46,Standard
ORD008548,CUST0164,WH008,DP008,RT023,17-11-2023,17-11-2023,21-11-2023,20-11-2023,4,-1,0,0,Delivered,1,Furniture,24.25,29609.92,Van,Evening,Clear,1,COD,0,0,3.8,0,927.61,Standard
ORD008549,CUST0268,WH008,DP002,RT025,17-11-2023,17-11-2023,21-11-2023,21-11-2023,1.9,0,0,0,Delivered,1,FMCG,3.57,711.82,Bike,Night,Heatwave,6,COD,0,0,4.7,0,188.55,Standard
ORD008550,CUST0440,WH001,DP003,RT012,17-11-2023,19-11-2023,23-11-2023,23-11-2023,66,0,0,0,Delivered,1,Electronics,3.06,13291.74,Truck,Morning,Clear,15,Prepaid,0,0,3.8,0,116.8,Standard
ORD008551,CUST0003,WH013,DP004,RT001,17-11-2023,17-11-2023,19-11-2023,19-11-2023,1,0,0,0,Delivered,1,Appliances,9.97,10256.16,Truck,Evening,Rain,2,Prepaid,0,0,5,0,652.6,Standard
ORD008552,CUST0050,WH006,DP003,RT004,17-11-2023,17-11-2023,19-11-2023,19-11-2023,1,0,0,0,Delivered,1,Electronics,3.73,19285.18,Bike,Morning,Clear,4,Prepaid,0,0,3.9,0,334.4,Same-Day
ORD008553,CUST0413,WH010,DP001,RT052,17-11-2023,18-11-2023,23-11-2023,23-11-2023,44,0,0,0,Delivered,1,Books,0.9,783.6,Van,Afternoon,Rain,6,Prepaid,0,0,4.9,0,60.74,Standard
ORD008554,CUST0364,WH004,DP003,RT001,17-11-2023,18-11-2023,20-11-2023,20-11-2023,41,0,0,0,Delivered,2,Clothing,0.66,969.2,Bike,Morning,Storm,15,COD,0,0,1,0,56.13,Standard
ORD008555,CUST0472,WH004,DP006,RT006,17-11-2023,19-11-2023,24-11-2023,27-11-2023,49,3,1,1,Delivered,2,FMCG,2.39,609.51,Van,Morning,Heatwave,12,Prepaid,0,0,2.9,1,185.38,Express
ORD008556,CUST0211,WH001,DP007,RT034,17-11-2023,19-11-2023,23-11-2023,25-11-2023,67,2,1,1,Delivered,2,Clothing,0.78,517.08,Van,Morning,Clear,7,Prepaid,0,0,1.3,0,81.64,Same-Day
ORD008557,CUST0461,WH004,DP002,RT027,17-11-2023,19-11-2023,21-11-2023,21-11-2023,62,0,0,0,Delivered,1,Books,0.37,464.18,Van,Morning,Clear,9,Prepaid,0,0,4.7,0,123.29,Standard
ORD008558,CUST0016,WH014,DP007,RT045,17-11-2023,19-11-2023,22-11-2023,23-11-2023,69,1,1,1,Delivered,1,Grocery,5.28,772.33,Bike,Night,Storm,14,Prepaid,0,0,2.9,0,441.15,Standard
ORD008559,CUST0168,WH008,DP006,RT016,17-11-2023,17-11-2023,21-11-2023,20-11-2023,0,-1,0,0,Returned,1,Beauty,6.19,538.58,Bike,Afternoon,Clear,7,COD,1,0,2.7,0,73.22,Standard
ORD008560,CUST0283,WH010,DP003,RT011,17-11-2023,17-11-2023,21-11-2023,21-11-2023,5,0,0,0,Delivered,1,Sports,3.68,1689.35,Van,Morning,Clear,5,COD,0,0,5,0,312.1,Standard
ORD008561,CUST0379,WH013,DP001,RT014,17-11-2023,19-11-2023,24-11-2023,25-11-2023,48,1,1,1,Delivered,2,Toys,1.66,676.36,Truck,Evening,Heatwave,1,Prepaid,0,0,2.4,0,159.06,Express
ORD008562,CUST0326,WH001,DP006,RT038,17-11-2023,19-11-2023,24-11-2023,24-11-2023,52,0,0,0,Delivered,1,Beauty,0.52,1147.8,Van,Morning,Rain,10,Prepaid,0,0,4.9,0,63.46,Standard
ORD008563,CUST0298,WH002,DP002,RT048,17-11-2023,17-11-2023,20-11-2023,20-11-2023,9,0,0,0,Delivered,1,FMCG,1.78,687.4,Bike,Morning,Clear,3,Prepaid,0,0,3.3,0,184.74,Express
ORD008564,CUST0185,WH013,DP006,RT049,17-11-2023,17-11-2023,19-11-2023,19-11-2023,11,0,0,0,Delivered,1,Furniture,25,21850.78,Van,Evening,Fog,12,Prepaid,0,0,4.2,0,1854.18,Same-Day
ORD008565,CUST0138,WH007,DP004,RT010,17-11-2023,18-11-2023,22-11-2023,24-11-2023,38,2,1,1,Delivered,2,Appliances,10.9,5304.06,Van,Afternoon,Clear,7,Prepaid,0,0,2.8,0,369.13,Express
ORD008566,CUST0125,WH008,DP002,RT061,17-11-2023,19-11-2023,23-11-2023,22-11-2023,61,-1,0,0,Returned,1,Sports,3.43,2230.11,Truck,Night,Rain,7,COD,1,0,1.6,0,222.76,Standard
ORD008567,CUST0422,WH005,DP004,RT053,17-11-2023,18-11-2023,23-11-2023,23-11-2023,34,0,0,0,Delivered,1,Electronics,4.65,7416.56,Bike,Evening,Rain,7,Prepaid,0,0,3.1,0,272.02,Express
ORD008568,CUST0392,WH010,DP006,RT054,18-11-2023,18-11-2023,23-11-2023,22-11-2023,17,-1,0,0,Delivered,1,Toys,1.82,765.75,Truck,Morning,Rain,6,Prepaid,0,1,4.2,0,222.75,Standard
ORD008569,CUST0402,WH007,DP003,RT058,18-11-2023,19-11-2023,24-11-2023,NULL,29,NULL,1,1,Failed,2,Electronics,3.39,19552.74,Van,Night,Clear,10,COD,0,1,NULL,1,255.79,Standard
ORD008570,CUST0480,WH010,DP005,RT013,18-11-2023,20-11-2023,24-11-2023,26-11-2023,51,2,1,1,Delivered,1,Beauty,0.9,349.54,Truck,Evening,Heatwave,12,Wallet,0,1,3.2,0,128.03,Standard
ORD008571,CUST0401,WH014,DP003,RT045,18-11-2023,18-11-2023,21-11-2023,21-11-2023,22,0,0,0,Delivered,1,Toys,1.38,1006.79,Bike,Morning,Fog,9,Prepaid,0,1,4.7,0,194.37,Standard
ORD008572,CUST0058,WH008,DP008,RT034,18-11-2023,19-11-2023,23-11-2023,26-11-2023,40,3,1,1,Returned,1,Beauty,0.86,804.87,Truck,Morning,Rain,9,Prepaid,1,1,2.8,1,143.91,Standard
ORD008573,CUST0362,WH007,DP002,RT033,18-11-2023,18-11-2023,23-11-2023,NULL,13,NULL,1,1,Failed,2,Electronics,3.51,5724.64,Van,Afternoon,Rain,6,COD,1,1,NULL,1,280.86,Same-Day
ORD008574,CUST0066,WH004,DP006,RT055,18-11-2023,19-11-2023,24-11-2023,27-11-2023,30,3,1,1,Delivered,3,Grocery,2.55,231.15,Truck,Afternoon,Clear,9,COD,1,1,1.6,1,183.25,Standard
ORD008575,CUST0428,WH003,DP005,RT033,18-11-2023,18-11-2023,23-11-2023,25-11-2023,22,2,1,1,Delivered,1,Books,0.37,554.64,Bike,Afternoon,Clear,14,Prepaid,0,1,2.2,0,67.41,Same-Day
ORD008576,CUST0340,WH008,DP003,RT039,18-11-2023,18-11-2023,21-11-2023,24-11-2023,15,3,1,1,Delivered,2,Toys,1.9,583.29,Bike,Morning,Clear,8,Wallet,0,1,3.2,1,155.33,Standard
ORD008577,CUST0202,WH001,DP003,RT013,18-11-2023,20-11-2023,24-11-2023,24-11-2023,55,0,0,0,Delivered,1,Furniture,16.5,15035.07,Van,Morning,Clear,11,Prepaid,0,1,4.8,0,560.98,Express
ORD008578,CUST0009,WH013,DP003,RT017,18-11-2023,19-11-2023,24-11-2023,24-11-2023,43,0,0,0,Delivered,1,Clothing,0.88,896.73,Van,Afternoon,Heatwave,3,Prepaid,0,1,3.7,0,96.14,Standard
ORD008579,CUST0432,WH008,DP004,RT009,18-11-2023,19-11-2023,24-11-2023,23-11-2023,29,-1,0,0,Delivered,1,Clothing,1.24,717,Van,Afternoon,Clear,7,COD,0,1,3.6,0,130.25,Standard
ORD008580,CUST0423,WH013,DP004,RT013,18-11-2023,18-11-2023,22-11-2023,27-11-2023,21,5,1,1,Returned,1,Electronics,4.18,15368.89,Bike,Night,Clear,2,COD,1,1,1.3,1,239.72,Standard
ORD008581,CUST0105,WH004,DP006,RT016,18-11-2023,19-11-2023,23-11-2023,NULL,34,NULL,1,1,Failed,2,Furniture,16.91,36373.62,Truck,Afternoon,Clear,5,COD,0,1,NULL,1,982.03,Standard
ORD008582,CUST0089,WH013,DP003,RT037,18-11-2023,18-11-2023,21-11-2023,21-11-2023,22,0,0,0,Delivered,1,Electronics,3.2,16051.07,Truck,Morning,Clear,7,Prepaid,0,1,3.6,0,325.39,Standard
ORD008583,CUST0089,WH008,DP001,RT054,18-11-2023,19-11-2023,24-11-2023,NULL,40,NULL,1,1,Failed,2,Furniture,20.68,37499.76,Bike,Morning,Clear,6,COD,0,1,NULL,1,798.9,Standard
ORD008584,CUST0344,WH010,DP003,RT030,18-11-2023,20-11-2023,24-11-2023,27-11-2023,63,3,1,1,Delivered,3,Books,0.66,447.24,Van,Morning,Clear,6,Prepaid,0,1,2.7,1,73.64,Standard
ORD008585,CUST0006,WH002,DP002,RT039,18-11-2023,19-11-2023,22-11-2023,23-11-2023,43,1,1,1,Delivered,4,FMCG,2.26,333.14,Truck,Morning,Clear,2,COD,0,1,2.4,1,205.9,Standard
ORD008586,CUST0158,WH007,DP004,RT033,18-11-2023,18-11-2023,23-11-2023,22-11-2023,0,-1,0,0,Delivered,1,Electronics,5.93,7401.36,Truck,Afternoon,Clear,14,Wallet,0,1,3.5,0,315.83,Standard
ORD008587,CUST0379,WH007,DP003,RT040,18-11-2023,19-11-2023,23-11-2023,26-11-2023,24,3,1,1,Delivered,2,FMCG,1.41,680.93,Truck,Evening,Clear,12,COD,0,1,3.3,1,178.33,Standard
ORD008588,CUST0330,WH005,DP006,RT006,18-11-2023,20-11-2023,25-11-2023,25-11-2023,65,0,0,0,Delivered,1,Beauty,0.69,639.94,Truck,Night,Storm,8,Prepaid,0,1,3.3,0,129.9,Standard
ORD008589,CUST0103,WH004,DP004,RT012,18-11-2023,19-11-2023,23-11-2023,28-11-2023,29,5,1,1,Delivered,2,FMCG,3.03,576.57,Truck,Afternoon,Fog,10,COD,0,1,1.2,1,205.05,Same-Day
ORD008590,CUST0223,WH012,DP003,RT002,18-11-2023,20-11-2023,22-11-2023,24-11-2023,50,2,1,1,Delivered,3,Clothing,1.34,1109.73,Van,Morning,Storm,3,COD,0,1,3.5,1,121.14,Standard
ORD008591,CUST0402,WH001,DP001,RT033,18-11-2023,20-11-2023,25-11-2023,25-11-2023,71,0,0,0,Returned,1,Books,0.55,214.95,Bike,Night,Clear,2,Prepaid,1,1,3,0,124.12,Same-Day
ORD008592,CUST0171,WH002,DP001,RT015,18-11-2023,20-11-2023,25-11-2023,28-11-2023,61,3,1,1,Delivered,1,Books,0.72,790.75,Van,Evening,Rain,15,Prepaid,0,1,2.7,1,108.44,Express
ORD008593,CUST0033,WH004,DP004,RT017,18-11-2023,20-11-2023,25-11-2023,25-11-2023,64,0,0,0,Delivered,2,Electronics,4.68,11784.56,Truck,Afternoon,Storm,1,Prepaid,0,1,1.8,1,322.35,Standard
ORD008594,CUST0181,WH012,DP007,RT052,18-11-2023,20-11-2023,25-11-2023,26-11-2023,49,1,1,1,Delivered,2,Clothing,0.74,568.26,Bike,Afternoon,Heatwave,14,Prepaid,0,1,3.5,0,150.98,Express
ORD008595,CUST0184,WH007,DP003,RT035,18-11-2023,19-11-2023,24-11-2023,28-11-2023,46,4,1,1,Returned,1,FMCG,2.9,737.45,Van,Afternoon,Clear,14,COD,1,1,2.7,1,246.2,Express
ORD008596,CUST0403,WH005,DP004,RT031,18-11-2023,18-11-2023,24-11-2023,NULL,2.7,NULL,1,1,Failed,3,Clothing,0.78,1203.79,Truck,Afternoon,Clear,5,Prepaid,0,1,NULL,1,130.96,Express
ORD008597,CUST0087,WH005,DP004,RT030,18-11-2023,19-11-2023,23-11-2023,25-11-2023,35,2,1,1,Delivered,1,Clothing,1.25,1040.08,Bike,Morning,Clear,1,Prepaid,0,1,1.8,0,140.11,Express
ORD008598,CUST0069,WH011,DP003,RT059,18-11-2023,18-11-2023,23-11-2023,24-11-2023,6,1,1,1,Delivered,1,FMCG,3.3,743.03,Truck,Night,Clear,4,COD,0,1,2.1,1,327.74,Express
ORD008599,CUST0380,WH001,DP001,RT038,18-11-2023,19-11-2023,24-11-2023,26-11-2023,31,2,1,1,Returned,1,Clothing,0.98,1207.9,Truck,Night,Clear,8,COD,1,1,2.7,0,128.59,Express
ORD008600,CUST0026,WH001,DP004,RT016,18-11-2023,19-11-2023,23-11-2023,23-11-2023,40,0,0,0,Delivered,1,Clothing,0.61,445.37,Bike,Morning,Clear,9,Wallet,0,1,4.7,0,50.69,Same-Day
ORD008601,CUST0413,WH001,DP001,RT042,18-11-2023,20-11-2023,24-11-2023,23-11-2023,58,-1,0,0,Delivered,1,Toys,1.81,1985.84,Truck,Afternoon,Rain,6,COD,0,1,4.5,0,169.23,Standard
ORD008602,CUST0408,WH006,DP004,RT045,18-11-2023,18-11-2023,23-11-2023,26-11-2023,1.4,3,1,1,Delivered,2,FMCG,2.43,508.56,Van,Morning,Rain,3,COD,0,1,2.1,1,210.15,Standard
ORD008603,CUST0006,WH007,DP006,RT040,18-11-2023,19-11-2023,23-11-2023,23-11-2023,40,0,0,0,Delivered,1,Beauty,0.48,549.44,Van,Evening,Rain,4,COD,0,1,3.2,0,76.49,Standard
ORD008604,CUST0256,WH008,DP001,RT017,18-11-2023,19-11-2023,24-11-2023,24-11-2023,43,0,0,0,Returned,1,Grocery,3.19,854.02,Van,Evening,Fog,9,COD,1,1,2.2,0,269.4,Standard
ORD008605,CUST0182,WH009,DP003,RT060,18-11-2023,21-11-2023,26-11-2023,28-11-2023,73,2,1,1,Delivered,2,Appliances,7.14,3575.04,Bike,Afternoon,Rain,9,Prepaid,0,1,1.2,0,470.83,Standard
ORD008606,CUST0295,WH002,DP005,RT007,18-11-2023,19-11-2023,24-11-2023,25-11-2023,33,1,1,1,Delivered,2,Clothing,1.2,1085.24,Van,Morning,Fog,2,Wallet,0,1,3.1,0,112.97,Standard
ORD008607,CUST0260,WH004,DP003,RT056,18-11-2023,19-11-2023,24-11-2023,24-11-2023,41,0,0,0,Delivered,1,FMCG,2.33,245.56,Truck,Afternoon,Heatwave,13,COD,0,1,4.6,0,207.85,Standard
ORD008608,CUST0384,WH003,DP002,RT005,18-11-2023,18-11-2023,21-11-2023,21-11-2023,2,0,0,0,Delivered,1,Furniture,24.22,10126.28,Bike,Morning,Rain,15,Prepaid,0,1,4.2,0,1297.71,Standard
ORD008609,CUST0314,WH002,DP005,RT040,18-11-2023,20-11-2023,24-11-2023,24-11-2023,64,0,0,0,Delivered,1,Beauty,0.75,603.98,Bike,Evening,Fog,1,COD,0,1,4.9,0,86.55,Express
ORD008610,CUST0304,WH003,DP006,RT061,18-11-2023,18-11-2023,22-11-2023,22-11-2023,17,0,0,0,Returned,1,Furniture,26.94,18190.9,Truck,Afternoon,Fog,7,COD,1,1,4.4,0,1303.76,Same-Day
ORD008611,CUST0316,WH008,DP003,RT027,18-11-2023,19-11-2023,21-11-2023,22-11-2023,30,1,1,1,Delivered,1,Clothing,1.19,1020.63,Van,Evening,Storm,5,Prepaid,0,1,1,0,173.61,Standard
ORD008612,CUST0234,WH004,DP002,RT001,18-11-2023,18-11-2023,20-11-2023,21-11-2023,6,1,1,1,Delivered,2,Furniture,21.49,24463.04,Van,Afternoon,Clear,12,COD,1,1,1.7,0,993.24,Standard
ORD008613,CUST0282,WH010,DP004,RT002,18-11-2023,20-11-2023,22-11-2023,23-11-2023,50,1,1,1,Delivered,1,Electronics,2.97,15007.17,Truck,Morning,Storm,13,Prepaid,0,1,1.4,0,234.43,Standard
ORD008614,CUST0207,WH007,DP003,RT004,18-11-2023,18-11-2023,22-11-2023,23-11-2023,2.4,1,1,1,Delivered,2,Beauty,0.69,424.11,Van,Night,Clear,9,COD,0,1,2.7,0,68.52,Same-Day
ORD008615,CUST0077,WH003,DP006,RT001,18-11-2023,20-11-2023,22-11-2023,27-11-2023,48,5,1,1,Delivered,2,Furniture,15.77,33625.9,Bike,Night,Rain,6,Wallet,0,1,2.9,1,810.7,Same-Day
ORD008616,CUST0168,WH006,DP006,RT029,19-11-2023,20-11-2023,24-11-2023,26-11-2023,45,2,1,1,Delivered,1,Books,0.88,776.07,Bike,Morning,Clear,8,COD,0,1,2.3,0,54.14,Same-Day
ORD008617,CUST0342,WH007,DP002,RT021,19-11-2023,19-11-2023,24-11-2023,25-11-2023,17,1,1,1,Delivered,2,Clothing,1.4,559.53,Van,Evening,Heatwave,7,COD,1,1,1.3,0,173.21,Standard
ORD008618,CUST0379,WH011,DP003,RT042,19-11-2023,20-11-2023,24-11-2023,28-11-2023,26,4,1,1,Delivered,1,Furniture,21.64,21707.22,Bike,Night,Clear,1,COD,0,1,3.4,1,1005.76,Standard
ORD008619,CUST0461,WH011,DP007,RT035,19-11-2023,21-11-2023,26-11-2023,28-11-2023,48,2,1,1,Delivered,1,Furniture,13.15,22140.46,Van,Afternoon,Clear,7,Prepaid,0,1,2.7,0,1062.61,Standard
ORD008620,CUST0056,WH005,DP001,RT034,19-11-2023,20-11-2023,24-11-2023,24-11-2023,30,0,0,0,Delivered,1,Books,0.56,819.87,Van,Evening,Clear,3,Prepaid,0,1,4.4,0,98.77,Standard
ORD008621,CUST0295,WH008,DP006,RT039,19-11-2023,19-11-2023,22-11-2023,21-11-2023,7,-1,0,0,Delivered,1,Beauty,1.01,1155.62,Truck,Afternoon,Clear,8,Prepaid,0,1,3.8,0,142.79,Standard
